Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2025-02-21,A Real Pain,2024,https://boxd.it/8U8vxf,4,,"<i>“I’m 24A.” 
“And I’m B! Window and middle.” 
“Yeah” 
“You mind taking middle?”</i>

Made me violently sob many times. I broke my no-texting-during-movies rule to tell my sister that Jesse Eisenberg had written a movie about us if we were male and Jewish and knew our grandmother. What a beautiful, tender movie that manages to make a lot of really big things feel emotionally approachable.

I am so happy that Kieran Culken is being praised and recognized as much as he has been; he’s a star! He is excellent! Every moment he is on screen is a gift. Soooo where is the love for Jesse Eisenberg’s acting. Even when Benji was who we were supposed to be focusing on, I couldn’t take my eyes off David. The restaurant scene spoke to me-5-years-ago in scary ways, but his reactions to Benji were always really captivating. 

Yeah I loved this movie. He might be that man, Abraham","good dialogue, good acting, incredible performance, feeling seen, top2025, 2020s, best supporting actor winner",2025-02-20
2025-02-22,The Craft,1996,https://boxd.it/8UMduR,2,,This is exactly what going to Wellesley was like,"smoke a j first, gay halloween, halloween vibes, good styling, 90s, malleus maleficarum, camp, something wellesley this way comes, fabulous title card",2025-02-21
2025-02-25,Barry Lyndon,1975,https://boxd.it/8WFThf,5,,"<i>“Has something happened to Nora?”</i>
<i>“She took on so about your going away that she was obliged to console herself with a husband. She is now Mrs. John Quin.”</i>
<i>“…Mrs. John Quin? Was there another John Quin?”</i>

I can admit it; I put this on my watch list because of the Barry Lyndon/21 Savage “A Lot” edit. I was intimidated to watch it because it’s 3 hours and 4 minutes long and this is only my second Kubrick. It did take some effort to keep my attention sometimes because of the pace, but it’s so beautiful and so funny and I’m really glad I watched it.

- The candlelit scenes took my breath away
- Nora’s white dress for her dance with Joseph Quin was perfection (I particularly loved the pleating on the skirt)
- Obviously insanely gorgeous all around
- Ryan O’Neal makes this whole thing
- Should I start wearing mouches?
- The ribbon scene!!
 - Mrs. Lyndon should have been at the club","70s, good cinematography, beautiful, good soundtrack, needs a rewatch, every frame a painting, criterion collection, best cinematography winner, best costume design winner, best production design winner, eighteenth century",2025-02-24
2025-02-27,The Hunger Games,2012,https://boxd.it/8Y1jxz,3.5,Yes,"There is, obviously, no way to rate this with any degree of impartiality. This series is so deeply embedded within me that there are still days where I consider getting the mockingjay tattoo. That being said…

👍:
- They’re so lucky they got Jennifer Lawrence for this. She CARRIED. She is one of the best actresses of her generation and lent so much complexity to Katniss that the movie otherwise struggled to portray.
- The cast was excellent and I also loved Josh Hutcherson, Elizabeth Banks, Stanley Tucci, Wes Bentley, Woody Harrelson, Toby Jones, Lenny Kravitz, Willow Shields, and Amandla Stenberg.
- For a YA dystopian movie, they really swung for the fences. They used a shaky, handheld camera when the characters were more frantic. Casting young children for roles emphasized the insanity of the games. The ugliness of the deaths were shown more often than I expected. A lot of themes were heavy handed, but it’s for kids. Whatever.
- Makeup did a greaaat job. I loved that we <i>saw</i> all the makeup on the people: foundation sitting on skin, the strips of false eyelashes, lipstick smearing slightly. It did a great job of showing that the residents of the Capitol were the same type of people as everyone else, and that their lives were so easy and their looks so important that they’d dress up like that every morning.

👎:
- The story sucks if you haven’t read the book. It assumes you have. All it does is remind you of things that happen in the book, and it really doesn’t even try to stand on its own.
- The editing was so frustrating for me. So many “camera on the person talking” scenes. I counted 7 cuts in 2 seconds while Effie was speaking on stages
- The point is that this is a reality tv show… take advantage. Film it like reality tv sometimes. Make it more clear when the broadcast is showing what we’re seeing!!!","w/ jill, w/ oliver, w/ emily r, so much fun, good styling, good soundtrack, nostalgic <3, 2010s, idk how to rate this, theater",2025-02-26
2025-03-01,Nickel Boys,2024,https://boxd.it/8YPx6x,4.5,,"<i>“Hug me again.”</i>

A renewed appreciation for the Lincoln Memorial on the penny

One of those things that reminds you that people who make movies really love making movies

RaMell Ross, Jomo Fray, and Aunjanue Ellis-Taylor should have their EGOTs already","2020s, good soundtrack, good dialogue, good cinematography, beautiful, good acting, incredible performance, good score, needs a rewatch, w/ emily, female writer",2025-02-28
2025-03-01,A Complete Unknown,2024,https://boxd.it/8Z5uM3,3,,A movie very explicitly made for kids who grew up in the Bay Area in the late 90s/early 2000s. Catch ya in the tanbark,"2020s, good styling, w/ dad, good soundtrack, good acting, feeling seen, w/ mom, i love my dad, bay area mentioned, biopic, nyc",2025-02-28
2025-03-02,The Brutalist,2024,https://boxd.it/8ZzhMJ,3,,"Hm. An incredible first half, and visually stunning all the way through.","2020s, good cinematography, beautiful, idk how to rate this, incredible performance, a24, i love my dad, best cinematography winner, best actor winner, female writer",2025-03-01
2025-03-04,Fargo,1996,https://boxd.it/915Zc9,5,,"<i>“Police! POLICE!” *points to hat*</i>

Has anyone ever been more beautiful than Frances McDormand is in this movie?

This movie was made for me. Dad instilled a love for the Coen bros in me young, and my mom is Midwestern in exactly this way.

The tenderness between Norm and Marge actually made me burst into tears","90s, so much fun, good dialogue, beautiful, good acting, incredible performance, feeling seen, i love my mom, best actress winner, best screenplay winner, national film registry, coen brothers, cops, fabulous title card",2025-03-03
2025-03-05,Irma Vep,1996,https://boxd.it/91Q1rn,4,,"CINEMA ISN’T MAGIC. IT’S A TECHNIQUE AND A SCIENCE.

I knew I’d love this movie as soon as we saw Zoe smoking through the gimp mask","90s, criterion collection, janus films, beautiful, so much fun, good cinematography, !american, !in english, cunt classic, vampires, movie about making movies",2025-03-04
2025-03-06,The Menu,2022,https://boxd.it/92uxaX,3.5,Yes,"<i>Margot: You're the customer, you're paying him to serve you. It really doesn't matter whether he likes you or not.
Tyler: Wait, what does tha—
Margot: Forget it.</i>

—— 

Just got so scared reading the letterboxd reviews for this… it is NOT about rich people!! It is about how we consume art!! And wealth is one of the ways they emphasize the distance between the artist and the consumer!! My god u guys

Last time I watched it <a href=""https://boxd.it/8Tw2DR"" title=""I only got the point of maybe half the courses"">I only got the point of maybe half the courses</a>, and it definitely benefitted from a rewatch. I’ll add that 
- the tour of the island is prob a nice way to remind viewers that no matter the info they have into the way the art was created, they don’t have any real insight into the artist’s mind. 
- Jeremy shooting himself still confuses me, but it feels to me like watching an artist put everything they have into their art and the discomfort of seeing that sacrifice that turns into a desperation to move past it and experience that art. That idea isn’t quite there yet, tho. 
- Maybe Katherine’s course was supposed to show the disingenuous way we engage with art we feel we’re supposed to engage with? And how an artist can claim the distance between them and their consumers is however large they want it to be, but at the end of the day we all are at the same table with the art?
- The shitty fondant cake is amazing, bc sometimes the consumer wants what they want and their bad taste is none of the service provider’s business and that sucks","2020s, w/ emily r, w/ jill",2025-03-05
2025-03-07,Carrie,1976,https://boxd.it/932RPf,4.5,,"- I almost cried when Carrie opened and then immediately closed the car door after pulling up to prom
- So glad Carrie was jacked
- Genuflecting with the murder weapon #swag
- Stabbing someone with an offset spatula is horrible
- The Ecstasy of Mama White #berninicore is suuuuuuuuch fun imagery
- Really could have done with significantly fewer shots of naked teenage girls","70s, so much fun, good cinematography, good acting, incredible performance, criterion collection, national film registry, good for her, halloween vibes, feeling seen, camp",2025-03-06
